station_european_code	station_local_code	country_iso_code	country_name	station_name	station_start_date	station_end_date	type_of_station	station_ozone_classification	station_type_of_area	station_subcat_rural_back	street_type	station_longitude_deg	station_latitude_deg	station_altitude	station_city	lau_level1_code	lau_level2_code	lau_level2_name	EMEP_station
AT0PIL1	10PIL1	AT	Austria	Pillersdorf bei Retz	1992-02-01		Background	rural background	rural	remote		15.942230	48.721111	315			31052	Zellerndorf	no
AT30065	030065	AT	Austria	Purkersdorf	2003-01-01		Background	suburban	suburban		Unknown	16.175564	48.207222	248	PURKERSDORF		32416	Purkersdorf	no
AT31204	031204	AT	Austria	Pöchlarn	1999-05-01		Background	rural	rural	regional	Unknown	15.207228	48.213055	216	PÖCHLARN		31533	Pöchlarn	no
AT60127	06127	AT	Austria	Pöls Ost	1985-11-01	2010-07-31	Background		rural	regional	Unknown	14.601683	47.218889	795					no
AT60186	06186	AT	Austria	Reiterberg	1995-12-12	2010-07-31	Industrial	rural	rural		Unknown	14.638894	47.223611	935					no
AT60150	06150	AT	Austria	Rennfeld	1989-11-01		Background	rural background	rural	remote		15.360842	47.405003	1620					no
AT2AUT1	02AUT1	AT	Austria	Rennweg A10	2000-12-21	2012-01-01	Traffic	rural	rural		Highway: average speed vehicles > 80 km/h	13.603889	47.026944	1160	RENNWEG				no
AT0ZIL1	10ZIL1	AT	Austria	Ried im Zillertal	2008-08-08	2012-01-01	Background		rural	regional		11.863889	47.306667	555					no
AT51200	051200	AT	Austria	Salzburg Lehen Martinstraße	2001-06-28		Background	urban	urban		Canyon street: L/H < 1.5	13.030010	47.818050	455	SALZBURG				no
AT51299	051299	AT	Austria	Salzburg Lehen Revierstraße	1986-10-01	2001-06-27	Background		urban			13.031388	47.816387	420	SALZBURG				no
AT51066	051066	AT	Austria	Salzburg Mirabellplatz	1993-12-01		Traffic	urban	urban		Wide street: L/H > 1.5	13.046123	47.806110	430	SALZBURG		50101	Salzburg	no
AT51000	051000	AT	Austria	Salzburg Rudolfsplatz	1981-11-01		Traffic		urban		Wide street: L/H > 1.5	13.053614	47.797501	425	SALZBURG		50101	Salzburg	no
AT32701	032701	AT	Austria	Schwechat Sportplatz	1985-09-01		Background	suburban	suburban		Unknown	16.474451	48.145000	155	SCHWECHAT		32419	Schwechat	no
AT4S420	04S420	AT	Austria	Schöneben	1984-01-01	2012-10-01	Background	rural	rural	regional	Wide street: L/H > 1.5	13.952244	48.712500	920					no
AT2F101	02F101	AT	Austria	Soboth Forsthaus	1995-11-29	2010-06-30	Background	rural background	rural	regional		15.046123	46.675556	1080					no
AT0SON1	10SON1	AT	Austria	Sonnblick	1986-09-01		Background	rural	rural	remote		12.958342	47.054443	3106			50617	Rauris	no
AT2SP18	02SP18	AT	Austria	Spittal a.d.Drau Oktoberstrasse	1991-08-01		Background	suburban	suburban		Unknown	13.495567	46.801666	560	SPITTAL AN DER DRAU		20635	Spittal an der Drau	no
AT2WO25	02WO25	AT	Austria	St. Andrä im Lavanttal Volksschule	1990-10-15		Industrial		urban		Canyon street: L/H < 1.5	14.822227	46.763889	430	SANKT ANDRÄ IM LAVANTTAL		20913	St. Andrä	no
AT2WO35	02WO35	AT	Austria	St. Georgen im Lavanttal - Herzogberg	1990-09-10		Background	rural	rural	regional		14.891953	46.708057	540			20914	St. Georgen im Lavanttal	no
AT54057	054057	AT	Austria	St. Johann im Pongau	1991-05-01		Background	suburban	suburban		Unknown	13.205839	47.348888	620	ST. JOHANN I.P.		50418	Sankt Johann im Pongau	no
AT52055	052055	AT	Austria	St. Koloman Kleinhorn	1990-01-06		Background	rural	rural	regional		13.233334	47.650558	1005			50211	Sankt Koloman	yes
AT32302	032302	AT	Austria	St. Pölten - Europaplatz	2003-01-01		Traffic		urban		Wide street: L/H > 1.5	15.611122	48.209999	271	SANKT POELTEN		30201	St. Pölten	no
AT32301	032301	AT	Austria	St. Pölten - Eybnerstraße	1984-01-11		Background	suburban	suburban		Unknown	15.631680	48.211391	270	SANKT POELTEN		30201	St. Pölten	no
AT32391	032391	AT	Austria	St. Pölten Landhaus	1985-01-01	1992-09-21	Industrial		suburban			15.633056	48.201389	265	SANKT PÖLTEN				no
AT0SIG1	10SIG1	AT	Austria	St. Sigmund im Sellrain	1999-10-05	2008-10-22	Background	rural background	rural	remote		11.099736	47.189167	1666					no
AT30104	030104	AT	Austria	St. Valentin A1	2006-01-10		Traffic	rural	rural	regional		14.545568	48.180000	295	ST. VALENTIN		30531	St. Valentin	no
AT30102	30102	AT	Austria	St. Valentin Stein	1986-10-01	2005-12-31	Background	rural	rural	remote	Unknown	14.562789	48.226665	242					no
AT2SV24	02SV24	AT	Austria	St. Veit a.d.Glan Hauptbahnhof	2008-03-10		Background		urban		Wide street: L/H > 1.5	14.365833	46.770279	480	SANKT VEIT AN DER GLAN		20527	St. Veit an der Glan	no
AT2SV14	02SV14	AT	Austria	St. Veit a.d.Glan Oktoberplatz	1991-01-21	2008-03-10	Traffic		urban		Wide street: L/H > 1.5	14.355003	46.765835	475	SANKT VEIT AN DER GLAN				no
AT4S409	04S409	AT	Austria	Steyr	1978-07-01		Background	urban	suburban		Wide street: L/H > 1.5	14.440561	48.050831	307	STEYR		40201	Steyr	no
AT4S173	04S173	AT	Austria	Steyregg Au	2006-05-02		Industrial		suburban			14.365848	48.278889	250	STEYREGG		41624	Steyregg	no
AT4S197	04S197	AT	Austria	Steyregg Plesching	2009-10-01	2010-12-31	Industrial		suburban			14.339444	48.319721	258	STEYREGG				no
AT4S417	04S417	AT	Austria	Steyregg Weih	1982-03-01	2008-12-31	Industrial	suburban	suburban		Wide street: L/H > 1.5	14.352778	48.290276	335	LINZ				no
AT4S198	04S198	AT	Austria	Steyregg Windegg	2009-10-02	2010-12-31	Industrial		suburban			14.344999	48.293056	255	STEYREGG				no
AT30302	030302	AT	Austria	Stixneusiedl	1989-04-01		Background	rural	rural	near city	Unknown	16.676674	48.050831	210			30726	Trautmannsdorf an der Leitha	no
AT30992	030992	AT	Austria	Stockerau Schulweg	1985-09-01	2005-10-14	Background		suburban			16.212223	48.388889	170	STOCKERAU				no
AT30902	030902	AT	Austria	Stockerau West	2005-10-15		Traffic	suburban	suburban		Highway: average speed vehicles > 80 km/h	16.214460	48.388330	186	STOCKERAU				no
AT0STO1	10STO1	AT	Austria	Stolzalpe bei Murau	1991-11-01	2006-04-23	Background	rural background	rural	remote		14.203892	47.129166	1302					no
AT60135	06135	AT	Austria	Straßengel Kirche	1978-01-01		Industrial		rural		Unknown	15.340005	47.112499	454			60622	Judendorf-Straßengel	no
AT31904	031904	AT	Austria	Streithofen im Tullnerfeld	1983-01-01		Background	rural	rural		Unknown	15.936114	48.276665	220			32120	Michelhausen	no
AT80503	080503	AT	Austria	Sulzberg im Bregenzerwald	1989-05-01		Background	rural	rural	remote	Unknown	9.926675	47.529167	1020			80238	Sulzberg	no
AT55032	055032	AT	Austria	Tamsweg - Untere Postgasse	1994-05-01		Background	suburban	suburban		Unknown	13.806951	47.125832	1025	TAMSWEG		50510	Tamsweg	no
AT55016	5016	AT	Austria	Tamsweg Bezirkshauptmannschaft	1993-05-01	2000-12-31	Background		suburban		Unknown	13.813903	47.127777	1040	TAMSWEG		50510	Tamsweg	no
AT4S199	04S199	AT	Austria	Ternberg	2009-10-30	2011-05-02	Background		rural	regional		14.361667	47.943890	340	TERNBERG				no
AT31501	031501	AT	Austria	Ternitz	1986-08-01	2011-10-01	Background	urban	urban		Unknown	16.044456	47.716667	380	TERNITZ				no
AT6THOE	06THOE	AT	Austria	Thörl bei Aflenz	2012-01-01		Background		rural	regional		15.216110	47.523060	638	THÖRL		60219	Thörl	no
AT31703	031703	AT	Austria	Traismauer	1983-01-01		Background		rural	regional	Unknown	15.746956	48.353333	190	TRAISMAIER		31943	Traismauer	no
AT31903	031903	AT	Austria	Trasdorf im Tullnerfeld	1983-01-01	2011-12-31	Background		rural	regional	Unknown	15.859731	48.331667	192					no
AT4S404	04S404	AT	Austria	Traun	1977-02-01		Background	suburban	suburban		Wide street: L/H > 1.5	14.238894	48.225277	274	LINZ		41021	Traun	no
AT2TREI	02TREI	AT	Austria	Treibach	2007-01-01		Industrial		rural			14.458342	46.863331	605	ALTHOFEN				no
AT31906	031906	AT	Austria	Tulbinger Kogel	1983-01-01	2011-12-31	Background		rural	near city	Unknown	16.148625	48.282222	495					no
AT31901	031901	AT	Austria	Tulln Leopoldgasse	2007-06-28		Background	urban	suburban		Unknown	16.059450	48.331390	290	TULLN				no
AT31991	031991	AT	Austria	Tulln Wilhelmstraße	1983-01-01	2007-06-27	Industrial		urban		Unknown	16.057222	48.329998	190	TULLN				no
AT2VI12	02VI12	AT	Austria	Villach Tirolerbrücke	1990-09-01		Traffic	urban	urban		Wide street: L/H > 1.5	13.841116	46.611111	490	VILLACH		20201	Villach	no
AT60103	6103	AT	Austria	Voitsberg Freibad	1973-01-01	1999-02-28	Background		urban		Unknown	15.150000	47.049721	390	VOITSBERG		61625	Voitsberg	no
AT60104	6104	AT	Austria	Voitsberg Krems	1983-02-01	2006-05-25	Background		suburban		Canyon street: L/H < 1.5	15.165569	47.038887	380	VOITSBERG				no
AT60107	06107	AT	Austria	Voitsberg Mühlgasse	1999-03-01		Background	suburban	suburban		Wide street: L/H > 1.5	15.150000	47.044998	390	VOITSBERG		61625	Voitsberg	no
AT72821	072821	AT	Austria	Vomp A12 Inntalautobahn	1997-05-01		Traffic		suburban		Highway: average speed vehicles > 80 km/h	11.693064	47.349167	550	SCHWAZ		70936	Vomp	no
AT72822	072822	AT	Austria	Vomp an der Leiten	2000-04-01		Traffic		rural		Highway: average speed vehicles > 80 km/h	11.691675	47.346943	545			70936	Vomp	no
AT0VOR1	10VOR1	AT	Austria	Vorhegg bei Kötschach-Mauthen	1990-12-04		Background	rural background	rural	remote		12.971947	46.679722	1020			20307	Kötschach-Mauthen	yes
AT4S407	04S407	AT	Austria	Vöcklabruck	1978-07-01		Background		suburban		Wide street: L/H > 1.5	13.668070	48.001110	420	VÖCKLABRUCK		41746	Vöcklabruck	no
AT2VK16	VK16	AT	Austria	Völkermarkt Umfahrungsstraße	1991-05-07	2000-12-31	Traffic		rural		Wide street: L/H > 1.5	14.633070	46.663891	460	VÖLKERMARKT		20817	Völkermarkt	no
AT31402	031402	AT	Austria	Vösendorf	1991-06-01		Traffic		suburban		Highway: average speed vehicles > 80 km/h	16.331682	48.125000	194	VÖSENDORF		31723	Vösendorf	no
AT32603	032603	AT	Austria	Waidhofen an der Ybbs	1998-12-01	2009-04-30	Background	suburban	suburban		Unknown	14.787226	47.961391	460	WAIDHOFEN AN DER YBBS				no
AT82801	082801	AT	Austria	Wald am Arlberg	1991-05-01		Traffic	rural	rural		Highway: average speed vehicles > 80 km/h	10.046956	47.127777	940	DALAAS		80108	Dalaas	no
AT4S166	04S166	AT	Austria	Weibern A8	2003-01-01	2004-12-31	Traffic		rural		Highway: average speed vehicles > 80 km/h	13.683614	48.178890	450			40833	Weibern	no
AT60181	06181	AT	Austria	Weiz	1992-11-01		Traffic	suburban	suburban		Unknown	15.625286	47.221111	468	WEIZ		61755	Weiz	no
AT4S406	04S406	AT	Austria	Wels Linzerstraße	1977-01-02		Background		urban		Wide street: L/H > 1.5	14.035578	48.165001	316	WELS		40301	Wels	no
AT90AKC	09AKC	AT	Austria	Wien AKH	1986-11-01		Traffic		urban		Wide street: L/H > 1.5	16.345844	48.219166	185	WIEN		90001	Wien	no
AT90AKA	AKA	AT	Austria	Wien AKH-Dach	1986-11-01	1997-12-23	Background		urban		Wide street: L/H > 1.5	16.347792	48.220833	270	WIEN		90001	Wien	no
AT9BELG	09BELG	AT	Austria	Wien Belgradplatz	1977-02-01		Traffic		urban		Wide street: L/H > 1.5	16.363068	48.175003	220	WIEN		90001	Wien	no
AT90FLO	09FLO	AT	Austria	Wien Floridsdorf Gerichtsgasse	1988-02-01		Traffic		urban		Wide street: L/H > 1.5	16.396955	48.260834	155	WIEN		90001	Wien	no
AT9GAUD	09GAUD	AT	Austria	Wien Gaudenzdorf	1977-04-01		Traffic		urban		Wide street: L/H > 1.5	16.340561	48.187778	175	WIEN		90001	Wien	no
AT9JAEG	09JAEG	AT	Austria	Wien Hermannskogel	1988-06-01		Background	suburban	suburban	near city	Wide street: L/H > 1.5	16.298903	48.271111	520	WIEN		90001	Wien	no
AT90MBA	09MBA	AT	Austria	Wien Hietzinger Kai	1980-10-01		Traffic		urban		Wide street: L/H > 1.5	16.301964	48.188889	195	WIEN		90001	Wien	no
AT900ZA	09ZA	AT	Austria	Wien Hohe Warte - Zentralanstalt für Meteorologie und Geodyn	1973-01-01		Background	urban	urban		Wide street: L/H > 1.5	16.357784	48.249168	207	WIEN		90001	Wien	no
AT900KE	09KE	AT	Austria	Wien Kaiserebersdorf	1977-03-01		Industrial		suburban		Highway: average speed vehicles > 80 km/h	16.475565	48.156944	155	WIEN		90001	Wien	no
AT9KEND	09KEND	AT	Austria	Wien Kendlerstraße	1977-04-01		Traffic		urban		Canyon street: L/H < 1.5	16.310564	48.205555	230	WIEN		90001	Wien	no
AT90LAA	09LAA	AT	Austria	Wien Laaer Berg	1986-10-01		Background	suburban	urban		Wide street: L/H > 1.5	16.392786	48.161392	250	WIEN		90001	Wien	no
AT9LIES	09LIES	AT	Austria	Wien Liesing	1974-10-01		Traffic		suburban		Wide street: L/H > 1.5	16.296677	48.138058	215	WIEN		90001	Wien	no
AT90LOB	09LOB	AT	Austria	Wien Lobau - Grundwasserwerk	1986-01-01		Background	suburban	suburban	near city	Unknown	16.526674	48.162502	150	WIEN		90001	Wien	no
AT9RINN	09RINN	AT	Austria	Wien Rinnböckstraße	1987-06-01		Traffic		urban		Highway: average speed vehicles > 80 km/h	16.407784	48.185001	160	WIEN		90001	Wien	no
AT9SCHA	09SCHA	AT	Austria	Wien Schafberg	1977-08-01		Background		suburban		Canyon street: L/H < 1.5	16.303057	48.235832	320	WIEN		90001	Wien	no
AT9STAD	09STAD	AT	Austria	Wien Stadlau	1984-01-01		Background		urban		Canyon street: L/H < 1.5	16.460566	48.228058	155	WIEN		90001	Wien	no
AT9STEF	09STEF	AT	Austria	Wien Stephansplatz	1975-01-01		Background	urban	urban		Wide street: L/H > 1.5	16.373894	48.208889	173	WIEN		90001	Wien	no
AT90TAB	09TAB	AT	Austria	Wien Taborstrasse	1977-09-01		Traffic		urban		Canyon street: L/H < 1.5	16.381958	48.218056	160	WIEN		90001	Wien	no
AT31413	031413	AT	Austria	Wiener Neudorf	2008-06-04		Traffic		suburban		Highway: average speed vehicles > 80 km/h	16.330278	48.083889	219	WIENER NEUDORF		31725	Wiener Neudorf	no
AT32401	032401	AT	Austria	Wiener Neustadt - Neuklosterwiese	1984-10-01		Background	suburban	suburban		Unknown	16.255003	47.814167	265	WIENER NEUSTADT		30401	Wiener Neustadt	no
AT32101	032101	AT	Austria	Wiesmath	1992-11-01		Background	rural	rural	regional		16.293064	47.608334	738			32335	Wiesmath	no
AT60154	O6154	AT	Austria	Wildon	1985-01-01	2000-02-01	Background		rural		Unknown	15.508061	46.887501	314					no
AT2WO15	02WO15	AT	Austria	Wolfsberg Hauptschule	1990-10-31		Traffic	urban	urban		Canyon street: L/H < 1.5	14.844174	46.835278	440	WOLFSBERG		20923	Wolfsberg	no
AT30403	030403	AT	Austria	Wolkersdorf	1989-03-01		Background	rural	rural	near city	Unknown	16.522228	48.392223	190	WOLKERSDORF		31655	Wolkersdorf im Weinviertel	no
AT72530	072530	AT	Austria	Wörgl	1986-04-01		Traffic		suburban		Unknown	12.067509	47.489166	510	WÖRGL		70531	Wörgl	no
AT55018	055018	AT	Austria	Zederhaus A10	2000-02-24		Traffic	rural	rural		Highway: average speed vehicles > 80 km/h	13.505003	47.154167	1205			50515	Zederhaus	no
AT56071	056071	AT	Austria	Zell am See Krankenhaus	1993-05-01		Background	rural	rural	regional	Unknown	12.813903	47.339443	770	ZELL AM SEE		50628	Zell am See	no
AT56065	56065	AT	Austria	Zell am See Schloßplatz	1996-10-01	1998-01-16	Traffic		rural		Canyon street: L/H < 1.5	12.796956	47.325832	785	ZELL AM SEE				no
AT60114	06114	AT	Austria	Zeltweg	1982-12-01		Background		suburban		Unknown	14.753336	47.192501	675	ZELTWEG		60824	Zeltweg	no
AT30701	030701	AT	Austria	Ziersdorf	2004-08-10		Background	rural	rural	regional		15.942786	48.528889	230					no
AT72807	072807	AT	Austria	Zillertaler Alpen	1984-04-01	2010-11-09	Background	rural background	rural	remote		11.869725	47.136944	1970					no
AT31902	031902	AT	Austria	Zwentendorf	1983-01-01		Background		rural		Unknown	15.909175	48.328331	200			32141	Zwentendorf an der Donau	no
AT0ZOE2	10ZOE2	AT	Austria	Zöbelboden - Reichraminger Hintergebirge	1995-07-01		Background	rural background	rural	remote		14.441395	47.838612	899			41512	Reichraming	yes
BA0004A		BA	Bosnia and Herzegovina	BANJA LUKA - MS	1974-01-04		Background		urban			17.196676	44.796944	153	BANJA LUKA				no
BA0033A	BL	BA	Bosnia and Herzegovina	BANJA LUKA -AUTOMATSKA STANICA	2001-01-10		Background		urban			17.196110	44.796944	153	BANJA LUKA				no
BA0034A		BA	Bosnia and Herzegovina	BANJA LUKA-AUTOMATSKA STANICA	2001-01-10		Background		urban			17.196667	44.796944	153	BANJA LUKA				no
BA0016A		BA	Bosnia and Herzegovina	BIHAC - MS	1984-01-04		Background		urban			15.893620	44.826664	246	BIHAC				no
BA0015A		BA	Bosnia and Herzegovina	BIJELJINA - MS	1984-01-04		Background		urban			19.270836	44.795277	90	BIJELJINA				no
BA0017A		BA	Bosnia and Herzegovina	DRVAR - MS	1984-01-04		Background		urban			16.394733	44.370277	485	DRVAR				no
BA0001G	14650	BA	Bosnia and Herzegovina	IVAN SEDLO	2005-01-09		Background		rural	remote		18.020281	43.778332	970					yes
BA0011A		BA	Bosnia and Herzegovina	JAJCE - MS	1982-01-04		Background		urban			17.267508	44.350277	431	JAJCE				no
BA0007A		BA	Bosnia and Herzegovina	MOSTAR - MS	1975-01-04		Background		urban			17.792786	43.350555	99	MOSTAR				no
BA0020A	PR	BA	Bosnia and Herzegovina	PRIJEDOR	1984-01-04		Background		urban			16.732792	44.986946	135	PRIJEDOR				no
BA0018A		BA	Bosnia and Herzegovina	S.MOST - MS	1984-01-04		Background		urban			16.683613	44.772499	158	SANSKI MOST				no
BA0035A	SA-AL	BA	Bosnia and Herzegovina	SARAJEVO ALIPASINA	2008-01-12		Background		urban		Unknown	18.413610	43.856388	520	SARAJEVO				no
BA0001A	1/2	BA	Bosnia and Herzegovina	SARAJEVO-BJ	1974-01-01		Background		urban			18.423061	43.867496	630	SARAJEVO				no
BA0029A		BA	Bosnia and Herzegovina	SARAJEVO-BJ-AUTOMAT	2001-01-10		Background	urban	urban			18.423061	43.867496	630	SARAJEVO				no
BA0027A	2/2	BA	Bosnia and Herzegovina	SARAJEVO-BP	1998-01-01		Background		suburban			18.334455	43.852776	630	SARAJEVO				no
BA0030A		BA	Bosnia and Herzegovina	SARAJEVO-NSAR	2000-01-12		Background		urban			18.386391	43.853333	630	SARAJEVO				no
BA0031A		BA	Bosnia and Herzegovina	SKVER - MS1	2004-01-01		Traffic		urban		Wide street: L/H > 1.5	18.673338	44.540554	220	TUZLA				no
BA0019A	TE	BA	Bosnia and Herzegovina	TERMOELEKTRANA - MS	1984-01-04		Industrial		rural			18.968069	44.685001	173	UGLJEVIK				no
BA0009A		BA	Bosnia and Herzegovina	TUZLA - MS	1981-01-04		Background		urban			18.693340	44.558056	305	TUZLA				no
BA0032A		BA	Bosnia and Herzegovina	TUZLA1 - MS2	2004-01-01		Traffic		suburban		Wide street: L/H > 1.5	18.661678	44.534721	210	TUZLA				no
BA0012A		BA	Bosnia and Herzegovina	VARES - KULA B	1982-01-04		Industrial		urban			18.328901	44.164722	823	VARES				no
BA0003A		BA	Bosnia and Herzegovina	ZENICA - MS	1974-01-04		Industrial		urban			17.887781	44.217777	345	ZENICA				no
BEMAT01	00AT01	BE	Belgium	00AT01 - ANTWERPEN	2008-04-11	2008-11-30	Industrial		urban			4.396211	51.197620	7	ANTWERPEN				no
BEMBE01	00BE01	BE	Belgium	00BE01 - BEERSE	1979-08-01		Industrial		suburban			4.820047	51.324501	29	BEERSE				no
BEMBE02	00BE02	BE	Belgium	00BE02 - BEERSE	1979-08-01		Industrial		suburban			4.801531	51.332619	29	BEERSE				no
BEMBE06	00BE06	BE	Belgium	00BE06 - BEERSE	2002-01-01		Industrial		suburban			4.817711	51.329193	32	BEERSE				no
BEMBE07	00BE07	BE	Belgium	00BE07 - BEERSE	2005-06-11		Industrial		suburban			4.820458	51.325588	35	BEERSE				no
BEMBE08	00BE08	BE	Belgium	00BE08 - BEERSE	2006-01-25		Industrial		suburban			4.823100	51.321281	29	BEERSE				no
BEMBE09	00BE09	BE	Belgium	00BE09 - BEERSE	2007-12-20		Industrial		suburban			4.788753	51.326900	31	BEERSE				no
BEMBE10	00BE10	BE	Belgium	00BE10 - BEERSE	2008-04-03	2008-07-14	Industrial		suburban			4.805172	51.321556	29	BEERSE				no
BEMBE11	00BE11	BE	Belgium	00BE11 - BEERSE	2008-04-03	2008-07-14	Industrial		suburban			4.824506	51.328675	31	BEERSE				no
BEMBE15	00BE15	BE	Belgium	00BE15 - BEERSE	2011-09-02		Industrial		suburban			4.822739	51.322722	28	BEERSE				no
BEMEK03	00EK03	BE	Belgium	00EK03 - EKSEL	2007-02-01		Background		rural			5.363797	51.125137	65	EKSEL				no
BEMGK02	00GK02	BE	Belgium	00GK02 - GENK	1975-02-01		Industrial		suburban			5.517372	50.937019	75	GENK				no
BEMGK03	00GK03	BE	Belgium	00GK03 - GENK	2006-02-18		Industrial		suburban			5.506403	50.931221	83	GENK				no
BEMGK04	00GK04	BE	Belgium	00GK04 - GENK	2006-03-22		Industrial		suburban			5.516800	50.932850	83	00GK04				no
BEMGK05	00GK05	BE	Belgium	00GK05 - GENK	2006-03-28		Industrial		suburban			5.525538	50.941044	83	GENK				no
BEMGK06	00GK06	BE	Belgium	00GK06 - GENK	2006-03-31	2008-07-06	Industrial		suburban			5.469322	50.928440	83	GENK				no
BEMGK07	00GK07	BE	Belgium	00GK07 - GENK	2006-04-04		Industrial		suburban			5.501561	50.898647	83	GENK				no
BEMGK08	00GK08	BE	Belgium	00GK08 - GENK	2006-03-28		Industrial		suburban			5.556484	50.927971	83	GENK				no
BEMGK10	00GK10	BE	Belgium	00GK10 - GENK	2008-04-03	2008-07-06	Industrial		suburban			5.484492	50.922725	45	GENK				no
BEMGK11	00GK11	BE	Belgium	00GK11 - GENK	2009-05-01		Industrial		suburban			5.519072	50.932163	45	GENK				no
BEMGK12	00GK12	BE	Belgium	00GK12 - GENK	2009-05-01		Industrial		suburban			5.521866	50.936443	45	GENK				no
BEMGK13	00GK13	BE	Belgium	00GK13 - GENK	2009-05-01		Industrial		suburban			5.530122	50.933132	45	GENK				no
